Package,Package Duration,City,Hotel Rating,Activity,Package Price,Days,Nights,Discount %,Activity Count,Price per Day,Final Price,Package Type
Kerala Honeymoon Package For 2 Nights 3 Days,3 Days & 2 Nights,Munnar,3.0,Beach Adventure Lake Nature Waterfalls Romantic Waterfall Budget,9031.0,3.0,2.0,7.0,8,3010.3333333333335,8398.83,Budget
Thrilling Jim Corbett National Park Honeymoon Package,3 Days & 2 Nights,Jim Corbett,4.0,Sightseeing Nature Adventure Wildlife Wildlife safari Romantic,13846.0,3.0,2.0,9.0,7,4615.333333333333,12599.86,Budget
Splendid Goa Tour Package For 3 Nights 4 Days,4 Days & 3 Nights,Goa,3.0,Calangute  Beach Adventure Aguada  Fort Water  Activities Beach Nightlife Budget,9890.0,4.0,3.0,9.0,10,2472.5,8999.9,Budget
Splendid Ladakh Honeymoon Package,7 Days & 6 Nights,Leh Pangong Nubra Valley,2.0,Adventure Nature Nubra  Valley Hill station Gurudwara  Pathar  Sahib Romantic Khardung  La Historical Magnetic  Hill Sightseeing Sindhu  Ghat Budget,30681.0,7.0,6.0,12.0,19,4383.0,26999.28,Luxury
Infinitely Romantic Jammu And Kashmir Honeymoon Package,3 Days & 2 Nights,Srinagar Gulmarg,3.0,Hill station Sightseeing Best sellers Cable  Car  Ride Adventure Breakfast Nature Water  Activities Romantic Lakes Budget,21429.0,3.0,2.0,9.0,16,7143.0,19500.39,Budget
Best Selling Holidays To Sikkim With Your Loved Ones,4 Days & 3 Nights,Gangtok,4.0,Lake Adventure Monasteries Hill station Temple Nature,29055.0,4.0,3.0,8.0,7,7263.75,26730.600000000002,Budget
South India Honeymoon Package For 2 Nights 3 Days,3 Days & 2 Nights,Munnar Alleppey,3.0,Adventure Nature Religious Budget,17503.0,3.0,2.0,8.0,4,5834.333333333333,16102.76,Budget
Fanciful Kodaikanal Honeymoon Package,3 Days & 2 Nights,Kodaikanal,5.0,Arrival Hill station Shopping Best sellers Sightseeing Adventure Leisure  Time Nature Romantic Lakes Luxury,23461.0,3.0,2.0,9.0,14,7820.333333333333,21349.510000000002,Budget
Alluring Goa Honeymoon Package,6 Days & 5 Nights,Goa,4.0,Baga  Beach Adventure Candolim  Beach Nature Calangute  Beach Water  Activities Dona  Paula  Beach Cruises Miramar  Beach Romantic Beach,19120.0,6.0,5.0,9.0,18,3186.6666666666665,17399.2,Budget
Goa Beachside Honeymoon Package,5 Days & 4 Nights,Goa,4.0,Adventure  Activities Nature Beaches Adventure Romantic  Dinner Water  Activities Cruises Romantic Nightlife,24175.0,5.0,4.0,9.0,12,4835.0,21999.25,Budget
Gangtok Tour Package For 2 Nights 3 Days,3 Days & 2 Nights,Gangtok,5.0,Scenic views Adventure Temple Nature City  Tour Sightseeing Luxury,79666.0,3.0,2.0,7.0,9,26555.333333333332,74089.37999999999,Luxury
Mesmerizing Meghalaya Tour Package,4 Days & 3 Nights,Shillong,2.0,Sightseeing Hill station Ideal  For  Family Nature Road  Trip Budget,19830.0,4.0,3.0,12.0,10,4957.5,17450.4,Budget
Auli Honeymoon Package For 2 Nights 3 Days,3 Days & 2 Nights,Auli,3.0,Mountains  Adventure Dam Nature Ropeway  Ride Romanticskiing Budget,14784.0,3.0,2.0,7.0,8,4928.0,13749.119999999999,Budget
Darjeeling Tour Package For 3 Nights 4 Days,4 Days & 3 Nights,Darjeeling,4.0,Tiger  Hill Nature Mirik Adventure Mountains  Hill stationlandscape,25562.0,4.0,3.0,6.0,8,6390.5,24028.28,Budget
Most Romantic Mussoorie Tour Packages For You And Your Better Half,3 Days & 2 Nights,Mussoorie,3.0,Sightseeing Himalayas Hills Nature Hill station Best sellers Budget,9031.0,3.0,2.0,6.0,9,3010.3333333333335,8489.14,Budget
A Lovely Honeymoon In Munnar,4 Days & 3 Nights,Munnar Cochin,3.0,Sightseeing Hill station Adventure  Activities Water  Activities Photo  Point Adventure Nilgiri  Tahrs Nature Romantic Waterfall Budget,14765.0,4.0,3.0,9.0,16,3691.25,13436.15,Budget
The Perfect Romantic Goa Honeymoon Tour,4 Days & 3 Nights,Goa,3.0,Adventure  Activities Water  Activities Beaches Cruises Churches Adventure South  Goa  Sightseeing Nature Romantic Budget,15384.0,4.0,3.0,9.0,14,3846.0,13999.44,Budget
Exhilarating Rajasthan Honeymoon Tour Package,6 Days & 5 Nights,Jaipur Pushkar Ranthambore,3.0,Cultural  Extravaganza Nature Sightseeing Wildlife Adventure Wildlife safari Romantic Budget,17977.0,6.0,5.0,11.0,10,2996.1666666666665,15999.53,Budget
Striking Thekkady Kochi Munnar Honeymoon Package,4 Days & 3 Nights,Munnar Thekkady Cochin,3.0,Ideal for couples Natural  Beauty Jungle  Safari Marine  Drive Hill station Nature Wildlife Romantic Sightseeing Budget,16435.0,4.0,3.0,8.0,16,4108.75,15120.2,Budget
Magical Himachal Trip Packages From Mumbai,9 Days & 8 Nights,Shimla Manali Dharamshala Dalhousie Khajjiar,4.0,Hill station Adventure Nature Water  Activities Sightseeing Waterfall Budget,39011.0,9.0,8.0,9.0,9,4334.555555555556,35500.01,Luxury
Gorgeous Gangtok Tour Package,3 Days & 2 Nights,Gangtok,2.0,Sightseeing Adventure Himalayas Nature Hill station Ideal for friendsshopping Hills Budget,24493.0,3.0,2.0,10.0,11,8164.333333333333,22043.7,Budget
South Goa Honeymoon Package - Rendezvous With Nature,3 Days & 2 Nights,Goa,3.0,Ideal for couples Nature Romantic Beachcuisine  Budget,11763.0,3.0,2.0,15.0,7,3921.0,9998.55,Budget
Romantic  Mount Abu Tour Package,4 Days & 3 Nights,Udaipur Mount Abu,3.0,Sightseeing Water  Activities Nature Hill station Hill  Station  Picturesque  Lakes Lakeslandscape Budget,9332.0,4.0,3.0,10.0,12,2333.0,8398.800000000001,Budget
Srinagar Gulmarg Pahalgam Tour Package,4 Days & 3 Nights,Srinagar,3.0,Pari  Mahal Nature Cable  Car  Ride Adventure Lidder  Riverlandscape Budget,17553.0,4.0,3.0,6.0,10,4388.25,16499.82,Budget
Exotic Kashmir Honeymoon Package,4 Days & 3 Nights,Srinagar Pahalgam,2.0,Night at  Houseboat Best sellers Gondola  Ride Nature Hill station Ideal for couples Romantic Budget,15463.0,4.0,3.0,22.0,15,3865.75,12061.140000000001,Budget
Goa Tour Package For 2 Persons,3 Days & 2 Nights,Goa,3.0,Sightseeing Nature Beaches Adventure Water  Activitiesskiing Budget,9782.0,3.0,2.0,8.0,7,3260.6666666666665,8999.44,Budget
An Enjoyable Kochi Family Package,4 Days & 3 Nights,Cochin Munnar,3.0,Mattancherry  Palace Historical St.  Francis  Church Adventure Nature Hill station Family Lakes Budget,17142.0,4.0,3.0,9.0,13,4285.5,15599.220000000001,Budget
Charming Mussoorie Honeymoon Package,3 Days & 2 Nights,Mussoorie,3.0,Sightseeing Nature Hills Adventure Hill station Budget,15866.0,3.0,2.0,9.0,7,5288.666666666667,14438.060000000001,Budget
Captivating Kerala Honeymoon Package,4 Days & 3 Nights,Munnar Alleppey,3.0,Backwaters Adventure Jungle  Safari Nature Waterfalls Hill station Tea  Estates Water  Activities Boating Wildlife Cruises Romantic Budget,17142.0,4.0,3.0,9.0,17,4285.5,15599.220000000001,Budget
Wonderful Summer Special Family Tour To Verdant Coorg,3 Days & 2 Nights,Coorg,5.0,Shopping Adventure  Arrival Nature Sightseeing Hill station Historical Familygroup Luxury,26142.0,3.0,2.0,9.0,10,8714.0,23789.22,Budget
Astounding Tour Package To Kasol,3 Days & 2 Nights,Kasol Malana,3.0,Manikaran Hill station Trekking Nature Road  Trip Adventure Camping Budget,12637.0,3.0,2.0,9.0,10,4212.333333333333,11499.67,Budget
Spectacular Udaipur Honeymoon Package,3 Days & 2 Nights,Udaipur,3.0,Romantic Historicallandscape Lakes Ideal for couples Lakes in  Udaipur Historical places in  Udaipur Nature Budget,8241.0,3.0,2.0,9.0,15,2747.0,7499.31,Budget
Shimla: The Gem In Himachalâs Crown,3 Days & 2 Nights,Shimla,3.0,Picturesque sights Nature Hill station Religious Adventureskiing Budget,5435.0,3.0,2.0,8.0,8,1811.6666666666667,5000.2,Budget
Fun-Filled Gangtok & Darjeeling Family Tour,6 Days & 5 Nights,Darjeeling Gangtok,3.0,Hot  Pick Adventure Mountains  Historical Hill station Sightseeing Family Nature Budget,66084.0,6.0,5.0,14.0,11,11014.0,56832.24,Luxury
Splendid Mount Abu Summer Festival Package,3 Days & 2 Nights,Mount Abu,4.0,Summer  Festival Adventure Sham-e- Qawwali Hill station Folk  Dances Lakes Nakki  Lake Sightseeing,17582.0,3.0,2.0,9.0,13,5860.666666666667,15999.62,Budget
Romantic Rajasthan Honeymoon Tour,9 Days & 8 Nights,Jaipur Bikaner Jaisalmer Jodhpur Udaipur,4.0,Camping Historical Sightseeing City  Tour Nature Camel  Ride Romantic Wildlife,43955.0,9.0,8.0,9.0,10,4883.888888888889,39999.05,Luxury
Kodaikanal 1 Night 2 Days Tour Package For An Unforgettable Experience,2 Days & 1 Nights,Kodaikanal,3.0,Hill  Station Nature   Trekking  Adventure Lakes Waterfall Budget,10101.0,2.0,1.0,7.0,8,5050.5,9393.929999999998,Budget
Fascinating Goa Honeymoon,4 Days & 3 Nights,Goa,4.0,Beaches Water  Activities Churches Best sellers Boat  Ride Adventure Temples Nature Romantictemples,15934.0,4.0,3.0,9.0,12,3983.5,14499.94,Budget
Goa Honeymoon Package For 2 Nights 3 Days,3 Days & 2 Nights,Goa,3.0,Watersports Adventure Fort  Aguada Water  Activities Calangute  Beach Romantic Beach Budget,9139.0,3.0,2.0,7.0,11,3046.3333333333335,8499.269999999999,Budget
Best 2N/3D Sikkim Tour Package For A Refreshing Getaway,3 Days & 2 Nights,Darjeeling,2.0,Tea  Garden Adventure Tiger  Hill Hill station Ropeway  Ride Religious Sightseeing Budget,29054.0,3.0,2.0,7.0,12,9684.666666666666,27020.219999999998,Budget
Splendid Coorg Honeymoon Package,3 Days & 2 Nights,Coorg,3.0,Sightseeing Adventure City  Tour Nature Historical  Sites Hill station Historical Romantic,21011.0,3.0,2.0,10.0,11,7003.666666666667,18909.9,Budget
Ooty Honeymoon Package for 1 Night & 2 Days,2 Days & 1 Nights,Ooty,3.0,Lake Hill station National  Park Nature Museum Romantic Lakes Budget,11544.0,2.0,1.0,7.0,10,5772.0,10735.92,Budget
Heavenly Darjeeling Sightseeing Tour Package,4 Days & 3 Nights,Darjeeling,2.0,Hill  Station Adventure Nature F O R E S T Boating Sightseeing Sightseeing  Tours Budget,24710.0,4.0,3.0,9.0,15,6177.5,22486.100000000002,Budget
Sensational Himachal Tour Package From Chennai,9 Days & 8 Nights,Shimla Manali Dharamshala Dalhousie,4.0,Kufri Water  Activities Solang  Valley Adventure Khajjiar  Trip Hill station Nature Religious Historical Sightseeing Budget,42308.0,9.0,8.0,9.0,15,4700.888888888889,38500.28,Luxury
Adventurous Leh-Ladakh Tour Package,8 Days & 7 Nights,Leh Pangong Nubra Valley Kargil Srinagar,3.0,Nature Road  Trip Adventure Himalayas Camping Budget,47980.0,8.0,7.0,1.0,7,5997.5,47500.2,Luxury
A Royal Udaipur Family Tour Package,3 Days & 2 Nights,Udaipur,3.0,Sahelion ki  Bari Nature Jagdish  Temple Historical Lake  Pichola Religious Pratap  Memorial Family Budget,7608.0,3.0,2.0,8.0,14,2536.0,6999.360000000001,Budget
Rajasthan Tourism Package For Honeymooners,4 Days & 3 Nights,Udaipur,3.0,Sightseeing Adventure Historical  Tour Historical Lake  Pichola Nature Chittorgarh  Fort Romantic Lakes Budget,12637.0,4.0,3.0,9.0,13,3159.25,11499.67,Budget
Astonishing Himachal Tour Package From Bangalore,9 Days & 8 Nights,Shimla Manali Dharamshala Dalhousie,3.0,Solang  Valley Adventure Dalhousie  Nature Hill station Sightseeing F O R E S T Budget,36484.0,9.0,8.0,9.0,15,4053.777777777778,33200.44,Luxury
Holy Char Dham Package: Badrinath,4 Days & 3 Nights,Haridwar Badrinath,2.0,Temples Adventure Religious  Tour Nature Family Hill station Religious Sightseeing Budget,9230.0,4.0,3.0,9.0,11,2307.5,8399.300000000001,Budget
Best Selling Mussoorie Getaways For A Refreshing Break,2 Days & 1 Nights,Mussoorie,3.0,Lal  Tibba Adventure Kempty  Falls Hill station Gun  Hill Sightseeing Budget,6209.0,2.0,1.0,7.0,11,3104.5,5774.37,Budget
A Short And Sweet Puri Tour Package,3 Days & 2 Nights,Puri,3.0,Sightseeing Nature Road  Trip Adventure Historical  Sites Religioustemples Beach Budget,10483.0,3.0,2.0,9.0,10,3494.3333333333335,9539.53,Budget
Scintillating Shillong Sightseeing Tour Package,3 Days & 2 Nights,Shillong,3.0,Caves Adventure Shillong Nature Kamakhya  Devi  Temple Sightseeing Budget,9890.0,3.0,2.0,9.0,9,3296.6666666666665,8999.9,Budget
Sublime Gangtok Package For Family,4 Days & 3 Nights,Gangtok,2.0,Baba  Harbhajan  Mandir Religious Tsomgo  Lake Hill station Bakthang  Falls Nature Tashi  Viewpoint Sightseeing Ganesh  Tok Family Budget,31821.0,4.0,3.0,12.0,18,7955.25,28002.48,Luxury
Religious Char Dham Tour Packages,7 Days & 6 Nights,Haridwar Barkot Uttarkashi,2.0,Gangotri Hill station Yamunotri  Temple Adventure Nature Religious Religious  Tour Sightseeing Budget,10384.0,7.0,6.0,9.0,12,1483.4285714285713,9449.44,Budget
Kerala Houseboat Trip Package For 4 Nights 5 Days,5 Days & 4 Nights,Munnar Thekkady Alleppey,3.0,Adventure Nature Sightseeing,23946.0,5.0,4.0,15.0,3,4789.2,20354.1,Budget
Lovely Goa Family Tour,4 Days & 3 Nights,Calangute,3.0,Unlimited  Fun Historical Beaches Nature Cruise  Cruises Scuba  Diving Adventure Family Sightseeing Budget,11235.0,4.0,3.0,11.0,13,2808.75,9999.15,Budget
Magnificent Kasol Tour Package,4 Days & 3 Nights,Kasol Kheerganga,2.0,Kheerganga trek Adventure Kasol Hill station Natureshoppinglandscape Budget,13187.0,4.0,3.0,9.0,8,3296.75,12000.17,Budget
Incredible Ladakh Honeymoon Tour Package,7 Days & 6 Nights,Leh Nubra Valley Pangong,2.0,Adventure Sightseeing Nature Road  Trip Hill station Nubra  Valley Romantic Leh  Palace Camping Magnetic  Hill Shanti  Stupa Budget,28089.0,7.0,6.0,11.0,18,4012.714285714286,24999.21,Budget
Thrilling Dharamshala Tour Package,4 Days & 3 Nights,Dharamshala,3.0,Ideal for families Hill station Ideal for couples Adventure Palampur Nature Kangra  Fort Waterfalltemples Budget,16484.0,4.0,3.0,9.0,15,4121.0,15000.44,Budget
An Invigorating Madurai Sightseeing Tour Package,6 Days & 5 Nights,Madurai Rameshwaram Kanyakumari Kovalam,3.0,Nature Historical Religiousshopping Cultural Budget,21796.0,6.0,5.0,9.0,5,3632.6666666666665,19834.36,Budget
Delightful Kodaikanal Sightseeing Tour Package,3 Days & 2 Nights,Kodaikanal,2.0,Nature Adventure Hill  Station Waterfalls Historical Sightseeing Lakes Budget,16758.0,3.0,2.0,9.0,9,5586.0,15249.78,Budget
Exotic Goa Tour,5 Days & 4 Nights,Goa,5.0,Adventure  Activities Local sightseeing Religious  Tour Cruises Nature Water  Activities Adventure Nightlife Beach Luxury,21098.0,5.0,4.0,9.0,14,4219.6,19199.18,Budget
"Ideal Sikkim, Gangtok, Darjeeling Honeymoon Package",8 Days & 7 Nights,Gangtok Lachen Lachung Darjeeling,2.0,Adventure Hill station Sightseeing Himalayas Wildlife Nature Hills Nightlifeshopping Romantic Budget,35955.0,8.0,7.0,11.0,11,4494.375,31999.95,Luxury
Best Selling Mahabaleshwar Sightseeing Encounters,3 Days & 2 Nights,Mahabaleshwar,3.0,Sightseeing Adventure Shopping Nature Local market Hill station Temples Religious Budget,10879.0,3.0,2.0,9.0,11,3626.3333333333335,9899.890000000001,Budget
Splendid Ooty Tour Package,3 Days & 2 Nights,Ooty,4.0,Sightseeing Hill station City  Tour Lakes Nature Wildlife,14076.0,3.0,2.0,9.0,8,4692.0,12809.16,Budget
A Blissful Goa Honeymoon Package,5 Days & 4 Nights,Goa,3.0,Picturesque sights Water  Activities Sightseeing Best sellers Beach Adventure Beach paradise Nature Nightlife Romantic Budget,15164.0,5.0,4.0,9.0,15,3032.8,13799.24,Budget
Summer Special Uttarakhand Honeymoon Package,6 Days & 5 Nights,Nainital Ranikhet Jim Corbett,3.0,Naini  Lake Adventure Local sightseeing Nature Wildlife Hill station Water  Activities Lakes River  Rafting Romantic Budget,31730.0,6.0,5.0,9.0,16,5288.333333333333,28874.3,Luxury
Kochi Family Trip: Incredible Fun,2 Days & 1 Nights,Cochin,3.0,Kochi Nature Sightseeing Adventure Hill station Historical Cultural Budget,7734.0,2.0,1.0,9.0,9,3867.0,7037.9400000000005,Budget
Amazing Goa Family Tour: Forts & Adventure,4 Days & 3 Nights,Goa,2.0,Calangute  Beach Adventure Anjuna  Beach Nature Leisure  Time Water  Activities Cruises Family Budget,19756.0,4.0,3.0,16.0,13,4939.0,16595.04,Budget
Romantic Mount Abu Honeymoon Package,4 Days & 3 Nights,Udaipur Mount Abu,3.0,Adventure Sightseeing Nature Hills Hill station Water  Activitieslandscape Lakes Religious Romantic Budget,11235.0,4.0,3.0,11.0,12,2808.75,9999.15,Budget
Kerala Honeymoon Tour Package With Houseboat Stay,6 Days & 5 Nights,Munnar Thekkady Kumarakom Kochi,3.0,Hot  Pick Cruises Romantic  Tour Hill station Candle-light  Dinner Adventure Nature walks Wildlife Waterfalls Romantic Sightseeing Budget,34720.0,6.0,5.0,14.0,17,5786.666666666667,29859.2,Luxury
Kashmir Tour Package For 2 Nights 3 Days,3 Days & 2 Nights,Srinagar,3.0,Shalimar  Bagh Nature Dal  Lake Adventure Pari  Mahal V A L L E Y Lakes Budget,16667.0,3.0,2.0,7.0,16,5555.666666666667,15500.31,Budget
Astonishing Alleppey Family Tour Package,2 Days & 1 Nights,Alleppey,3.0,Houseboat Family Historical Religious Hill station Adventure Naturetraditional dance Budget,7696.0,2.0,1.0,9.0,10,3848.0,7003.360000000001,Budget
Spell-Binding Mussoorie Tour Package,3 Days & 2 Nights,Mussoorie,3.0,Nature Hill station Budget,16770.0,3.0,2.0,10.0,4,5590.0,15093.0,Budget
Leh Ladakh 6 Days Trip Package For An Enthralling Experience,6 Days & 5 Nights,Leh Nubra Valley Hunder,3.0,Shanti  Stupa Adventure Magnetic  Hill Nature Monastery  Tour Trekking Mountains Sightseeing Budget,27173.0,6.0,5.0,8.0,12,4528.833333333333,24999.16,Budget
Captivating Kovalam Honeymoon Package,3 Days & 2 Nights,Kovalam,3.0,Romantic Adventure Nature Beach Unlimited  Fun City  Tour Sightseeing Budget,13227.0,3.0,2.0,12.0,10,4409.0,11639.76,Budget
Fantastical Rajasthan Honeymoon Package,4 Days & 3 Nights,Jodhpur Jaisalmer,4.0,Folk  Music Adventure Shopping Nature Leisure  Time Hill station Historical Safari Sightseeing,13735.0,4.0,3.0,9.0,12,3433.75,12498.85,Budget
Mesmerizing Sikkim & Darjeeling Family Tour Package,6 Days & 5 Nights,Gangtok Pelling Darjeeling,3.0,Family time Historical Waterfalls Adventure Nature Himalayas Hill station Religious Budget,32727.0,6.0,5.0,8.0,11,5454.5,30108.84,Luxury
Offbeat Uttarakhand Tour,4 Days & 3 Nights,Nainital Mukteshwar,3.0,Mukteshwar temple Sightseeing Nature Religious Hill station Wildlife Budget,17308.0,4.0,3.0,9.0,9,4327.0,15750.28,Budget
Romantic Lansdowne Honeymoon Package,2 Days & 1 Nights,Lansdowne,4.0,Gandhi  Chowk Shatabdi  Dwar Nature Romantic Hill station Water  Activities,9807.0,2.0,1.0,9.0,10,4903.5,8924.37,Budget
Exquisite Andaman Honeymoon Tour Package,8 Days & 7 Nights,Port Blair Havelock Neil Island,2.0,Nature Water  Activities Adventure Sightseeing Snorkeling Historical  Sites Romantic Beaches Budget,30208.0,8.0,7.0,13.0,11,3776.0,26280.96,Luxury
Alluring Himachal Tour Package From Ahmedabad,9 Days & 8 Nights,Shimla Manali Dharamshala Dalhousie Khajjiar,4.0,Nature Adventure Hill station Water  Activities Waterfall Sightseeing Wildlife Budget,36484.0,9.0,8.0,9.0,10,4053.777777777778,33200.44,Luxury
Gorgeous Gir Tour Package,3 Days & 2 Nights,Sasan Gir Gir,3.0,Jungle  Safari Adventure Museum Wildlife Sightseeing Crocodile  Park Budget,12800.0,3.0,2.0,9.0,9,4266.666666666667,11648.0,Budget
Amazing Agra Tour Package,4 Days & 3 Nights,Agra New Delhi,3.0,Sightseeing Historical  Sites Historical Religious sites Shopping Taj  Mahal Budget,8791.0,4.0,3.0,9.0,10,2197.75,7999.81,Budget
"Refreshing Gangtok, Kalimpong & Darjeeling Tour Package",7 Days & 6 Nights,Gangtok Kalimpong Darjeeling,3.0,Nature Adventure Himalayas Hill station Road  Triplandscape Ideal  For  Family Budget,62409.0,7.0,6.0,9.0,11,8915.57142857143,56792.19,Luxury
Engaging Leh Tour,6 Days & 5 Nights,Leh Hunder,3.0,Road  Trip Nature Monasteries Adventure Magnetic  Hill Hill station Camel  Ride Cultural Camping Historical Sightseeing Budget,46153.0,6.0,5.0,9.0,16,7692.166666666667,41999.23,Luxury
Rejuvenating Rameshwaram Tour,5 Days & 4 Nights,Madurai Rameshwaram Kanyakumari,2.0,Temples Nature Shopping Wildlife Choice based activities Adventure Hill station Water  Activitiestemples Budget,16758.0,5.0,4.0,9.0,13,3351.6,15249.78,Budget
A Mesmerizing Tawang Tour Package,7 Days & 6 Nights,Bhalukpong Dirang Tawang Tezpur,3.0,Mountains  Hill station Nature Bomdila Water  Activities Dirang  Dzong Adventure Budget,41209.0,7.0,6.0,9.0,11,5887.0,37500.19,Luxury
An Amazing Kasol And Kheerganga Tour Package,5 Days & 4 Nights,Kasol Kheerganga Tosh,3.0,Road  Trip Adventure Shopping Nature Local market Hill station Trekking Sightseeing Budget,17033.0,5.0,4.0,9.0,12,3406.6,15500.03,Budget
Rejuvenating Summer Special Shimla Tour Package,4 Days & 3 Nights,Shimla,3.0,Naldehra Adventure Kufri Nature Mall  Road Hill station Christ church Religious Green  Valley Sightseeing Budget,16484.0,4.0,3.0,9.0,15,4121.0,15000.44,Budget
Nostalgic Kochi Honeymoon Tour,5 Days & 4 Nights,Cochin Munnar Guruvayur,3.0,Airport  Transfers Religious Nature Sightseeing Historicalwaterfall Cultural Houseboat Water  Activities Adventure Budget,15468.0,5.0,4.0,9.0,12,3093.6,14075.880000000001,Budget
Lovable Gangtok Family Package,3 Days & 2 Nights,Gangtok,2.0,Sightseeing Adventure Himalayas Nature Hill station Hillsshopping Family Budget,25044.0,3.0,2.0,11.0,9,8348.0,22289.16,Budget
Enjoyable Tamil Nadu Tour Package,3 Days & 2 Nights,Ooty,2.0,Ooty Adventure Simâs  Park Nature Lamâs  Rock Hill station Dolphin  Nose Religious Cultural Budget,12736.0,3.0,2.0,9.0,14,4245.333333333333,11589.76,Budget
Best Selling Nainital Getaways For A Refreshing Break,2 Days & 1 Nights,Nainital,3.0,Lake Nature Himalaya  Darshan Adventure Cave  Garden Lakes Budget,6702.0,2.0,1.0,6.0,9,3351.0,6299.879999999999,Budget
A Fantabulous Cherrapunji Trip Package,3 Days & 2 Nights,Cherrapunjee,3.0,Cherrapunji Nature Sightseeing  Tour Adventure Caves Hill station Lush  Grasslands Water  Activities Sightseeing Budget,12637.0,3.0,2.0,9.0,14,4212.333333333333,11499.67,Budget
Captivating Delhi Tour Package,4 Days & 3 Nights,Agra New Delhi,3.0,Historical Taj  Mahal Lotus  Templetemples Qutub  Minar Sightseeing Budget,8791.0,4.0,3.0,9.0,9,2197.75,7999.81,Budget
Soothing Srinagar Honeymoon Package,2 Days & 1 Nights,Srinagar,4.0,Sightseeing Himalayas Hill station Shikara  Ride Romantic Dal  Lake Lakes Nature Budget,19888.0,2.0,1.0,11.0,12,9944.0,17700.32,Budget
Fascinating Goa Tour Package,5 Days & 4 Nights,Goa,3.0,Beaches Adventure Watersports Nature Shopping Beach Sightseeing Budget,17582.0,5.0,4.0,9.0,8,3516.4,15999.62,Budget
Stunning Rajasthan Honeymoon Package,9 Days & 8 Nights,Jaipur Bikaner Jaisalmer Jodhpur Udaipur,3.0,Forts Adventure Historical  Sightseeing Nature Camel  Ride Hill station Historical Romantic Budget,40230.0,9.0,8.0,13.0,12,4470.0,35000.1,Luxury
Weekend In Kerala-Vythiri With Tree House Stay,4 Days & 3 Nights,Wayanad,3.0,Treehouse stay River  Walk Nature walks Hill station Adventure Cruises Wildlife Nature Sightseeing Lakes,21215.0,4.0,3.0,5.0,14,5303.75,20154.25,Budget
Mahabaleshwar Panchgani Tour Package For 3 Nights 4 Days,4 Days & 3 Nights,Mahabaleshwar,4.0,Forts Adventure Historic sightseeing Nature Local sightseeing Historical Shopping Sightseeing,23626.0,4.0,3.0,9.0,10,5906.5,21499.66,Budget
Amazing Alleppey Houseboat Tour Package,2 Days & 1 Nights,Alleppey,3.0,Houseboat Adventure Backwaters Nature Boating Budget,8211.0,2.0,1.0,10.0,6,4105.5,7389.900000000001,Budget
"Vibrant Sikkim, Gangtok, Darjeeling Honeymoon Package",10 Days & 9 Nights,Gangtok Lachen Lachung Pelling Darjeeling,2.0,Charming hillscapes Wildlife Unlimited adventure Adventure Hill  Station Nature Waterfalls Romantic Budget,43182.0,10.0,9.0,12.0,12,4318.2,38000.16,Luxury
Best 2N 3D Chikmagalur Tour Packages For A Mesmerizing Experience,3 Days & 2 Nights,Chikmagalur,3.0,Waterfalls Lakes Trekking Adventure Hill station Budget,15151.0,3.0,2.0,7.0,7,5050.333333333333,14090.429999999998,Budget
Alluring Alleppey Tour Package,3 Days & 2 Nights,Alleppey,3.0,Houseboat Nature Cruise Cruises Leisure  Day Adventure Alleppey Sightseeing Budget,10774.0,3.0,2.0,9.0,10,3591.3333333333335,9804.34,Budget
Adventurous Sariska Tour Package,3 Days & 2 Nights,sariska,3.0,Sariska  Tiger  Reserve Adventure Morning safari Wildlife Tigers Nature Sambar deer Blue  Bulls Budget,5354.0,3.0,2.0,16.0,14,1784.6666666666667,4497.36,Budget
Adventurous Ranthambore Tour Package,3 Days & 2 Nights,Ranthambore,3.0,Adventure Morning safari Wildlife Nature Sambar deer Blue  Bulls Budget,7734.0,3.0,2.0,16.0,10,2578.0,6496.5599999999995,Budget
Adventurous Dharamshala Sightseeing Tour Packages,4 Days & 3 Nights,Dharamshala,3.0,Palampur Nature Hill station Leisure  Time Adventure Water  Activities Cultural Sightseeing Budget,13736.0,4.0,3.0,9.0,12,3434.0,12499.76,Budget
Magical Meghalaya Tour Package,3 Days & 2 Nights,Shillong,3.0,Sightseeing Religious Waterfallslandscape Mawlynnong Hill station Budget,14366.0,3.0,2.0,13.0,7,4788.666666666667,12498.42,Budget
Heavenly Himachal Honeymoon Escapade,8 Days & 7 Nights,Shimla Manali Dharamsala Dalhousie,3.0,Sightseeing Historical Paragliding Adventure Rafting Nature Hill station Romanticgroup Budget,25274.0,8.0,7.0,9.0,10,3159.25,22999.34,Budget
Heavenly Kumarakom Alleppey Tour Package,3 Days & 2 Nights,Kumarakom Alleppey Kochi,3.0,Adventure Cruises Nature Unlimited  Funwaterfall City  Tour Historical Houseboat  Stay Budget,11321.0,3.0,2.0,11.0,11,3773.6666666666665,10075.69,Budget
Exhilarating Goa Tour,4 Days & 3 Nights,Goa,4.0,Churches Adventure Panjim  Market Water  Activities Watersports Beach Beaches,15384.0,4.0,3.0,9.0,9,3846.0,13999.44,Budget
"Thrilling Gangtok, Pelling, Darjeeling Family Trip",5 Days & 4 Nights,Gangtok Pelling Darjeeling,2.0,Tsomgo  Lake Nature Darap  Village Adventure Irish  Rimbi  Waterfalls Hill station Japanese  Temple Himalayas Family Sightseeing Budget,54981.0,5.0,4.0,8.0,17,10996.2,50582.520000000004,Luxury
